---,Name,StarSystemName,PosX,PosY,SystemType,SpectralType,Luminosity,SubType,SystemStatus,ChargingStation,Orbitals,Habitable,Description,Cluster,ClusterOverlay,ClusterConstellation
6715,6715,Halla,513.8040161132812,204.11199951171875,Normal,M,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6716,6716,Fiery Plains,363.9909973144531,-416.3210144042969,Normal,M,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6717,6717,Salisberg,-315.4209899902344,454.7690124511719,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6718,6718,Able's Glory,-539.22998046875,124.70099639892578,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6719,6719,Bye's Ship,-250.9810028076172,-493.6570129394531,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6722,6722,Cresson,-269.8160095214844,-483.9230041503906,Normal,G,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6723,6723,Bayeux,551.9240112304688,-52.638999938964844,Normal,F,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6724,6724,Modesto,-142.02699279785156,-536.4970092773438,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6725,6725,Givrodat,-187.4290008544922,522.375,Normal,F,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6726,6726,Jápminbodd�,-220.27499389648438,510.010986328125,Normal,G,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6728,6728,Caillinius,-130.9669952392578,540.4089965820312,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6732,6732,Serenity,390.6159973144531,-396.52899169921875,Normal,K,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6734,6734,Finse,531.469970703125,166.88299560546875,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6735,6735,Viluisk,-437.3380126953125,345.10198974609375,Normal,K,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6736,6736,Klenkar,409.93798828125,-377.6820068359375,Normal,G,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6737,6737,Zanbasa,-316.6610107421875,458.8009948730469,Normal,F,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6739,6739,Devil's Breath,509.7640075683594,226.2969970703125,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6742,6742,Mearra,-245.96499633789062,502.4200134277344,Normal,M,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6745,6745,Bex,32.244998931884766,-46.08100128173828,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6747,6747,Mandal,-8.765999794006348,-55.97999954223633,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6749,6749,Hawktor,450.7019958496094,-333.1099853515625,Normal,M,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6750,6750,Derby,-488.4779968261719,275.33099365234375,Normal,M,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6752,6752,Delagoa,-431.52801513671875,360.3630065917969,Normal,K,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6756,6756,Ubangi,-383.64801025390625,412.5929870605469,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6757,6757,Windhoek,-349.2250061035156,442.364990234375,Normal,M,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6759,6759,Kupang (RWR),-499.0690002441406,262.6059875488281,Normal,M,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6763,6763,Gingeria,-544.5850219726562,151.63800048828125,Normal,F,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6764,6764,Joan's Post,509.7959899902344,245.11000061035156,Normal,M,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6766,6766,Indrapurai,-539.364990234375,176.8820037841797,Normal,M,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6767,6767,Sentarus,-220.45199584960938,523.3200073242188,Normal,K,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6768,6768,Ugland,557.6279907226562,107.97599792480469,Normal,F,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6769,6769,Chita,-489.0769958496094,290.18798828125,Normal,K,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6770,6770,Duxford,569.5579833984375,12.633999824523926,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6775,6775,Inner Surge,-471.8479919433594,321.8940124511719,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6776,6776,Nyasa,-413.7309875488281,394.2980041503906,Normal,G,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6777,6777,Naco,-522.1619873046875,232.81300354003906,Normal,G,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6778,6778,Melilla,-530.9829711914062,213.02499389648438,Normal,M,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6779,6779,Boara,-310.7690124511719,481.44000244140625,Normal,K,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6780,6780,Vannes,-167.4739990234375,548.3179931640625,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6784,6784,Ceuta,-538.7479858398438,199.6540069580078,Normal,K,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6785,6785,Apsalar,-121.3550033569336,562.114990234375,Normal,F,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6786,6786,Toten,567.9970092773438,92.8949966430664,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6790,6790,Lokoja,-379.6159973144531,434.3009948730469,Normal,G,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6791,6791,Malaga,-489.6679992675781,305.2980041503906,Normal,K,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6792,6792,Gettorf,-213.7899932861328,-536.114013671875,Normal,G,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6793,6793,Ictus,547.2659912109375,186.20399475097656,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6795,6795,Cadela,426.66900634765625,-390.8760070800781,Normal,K,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6797,6797,Mao,-355.7380065917969,456.94000244140625,Normal,K,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6798,6798,Bell (OA),535.2410278320312,221.31100463867188,Normal,G,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6801,6801,Dichell,-267.35101318359375,514.625,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6802,6802,Leh,441.5090026855469,-376.031005859375,Normal,F,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6808,6808,Torgvei,-438.5780029296875,379.8330078125,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6809,6809,Bremen (RWR),-472.1130065917969,338.4150085449219,Normal,K,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6812,6812,Findal,-523.5369873046875,258.92401123046875,Normal,K,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6813,6813,Kenilworth,561.5969848632812,-161.56300354003906,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6816,6816,Cayuga,-280.1780090332031,-513.85498046875,Normal,F,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6818,6818,Mindrel,547.5040283203125,207.41099548339844,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6819,6819,Paran,-205.27999877929688,548.7080078125,Normal,F,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6820,6820,Dreadlord,566.1119995117188,151.56500244140625,Normal,F,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6822,6822,Fredotto,-171.59300231933594,561.8060302734375,Normal,F,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6823,6823,Frankson,555.1240234375,-193.26100158691406,Normal,K,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6824,6824,Snowdon,-343.9519958496094,476.7879943847656,Normal,G,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6825,6825,Helduza,-518.0759887695312,279.1960144042969,Normal,M,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6826,6826,Johnson,531.7550048828125,252.28700256347656,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6828,6828,Tresspass,525.9089965820312,266.2170104980469,Normal,K,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6834,6834,Ingvolstand,-153.2969970703125,570.1810302734375,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6835,6835,Heidelburg,-301.1570129394531,508.4219970703125,Normal,M,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6836,6836,Sebha,422.89599609375,-412.7879943847656,Normal,F,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6838,6838,Valladolid (Mudd's Hut (2864+)),-556.3280029296875,200.4969940185547,Normal,G,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6839,6839,Tordenskjold,-231.68800354003906,544.3930053710938,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6842,6842,Mickleover,-474.1029968261719,358.89599609375,Normal,F,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6843,6843,Knutstad,349.3909912109375,481.2449951171875,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6844,6844,Fugeres,555.3619995117188,-213.18800354003906,Normal,G,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6845,6845,Culmia,544.0809936523438,240.7570037841797,Normal,M,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6847,6847,Viroflay,-569.8369750976562,177.96400451660156,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6849,6849,Famdo,469.54998779296875,-369.4330139160156,Normal,F,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6850,6850,Mayenne,-547.1190185546875,241.55599975585938,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6851,6851,Frobisher,-370.4800109863281,-470.3160095214844,Normal,K,IV,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6853,6853,New Dallas,-54.99300003051758,-25.45599937438965,Normal,K,VI,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6855,6855,Jeppens,589.9089965820312,111.74700164794922,Normal,F,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6856,6856,Styriania,-503.41900634765625,328.2049865722656,Normal,K,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6857,6857,Nito,-557.010986328125,226.9759979248047,Normal,K,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6858,6858,Eagle Rest,-244.10499572753906,-549.927978515625,Normal,K,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6859,6859,San Carlos,454.8739929199219,-394.1780090332031,Normal,F,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6860,6860,Eigerland,572.2360229492188,187.14700317382812,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6862,6862,Hirtshals,-329.0669860839844,507.8009948730469,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6863,6863,Syrstart,-185.24000549316406,576.3820190429688,Normal,M,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6864,6864,Quelimane,-471.1159973144531,380.6549987792969,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6865,6865,Farstar,412.98199462890625,443.5190124511719,Normal,M,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6867,6867,Arundel,595.208984375,-121.34700012207031,Normal,M,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6868,6868,Ulubis,562.0159912109375,230.60800170898438,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6869,6869,Far Reach,-216.8730010986328,567.698974609375,Normal,M,V,5,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Custom"")",None,None
6870,6870,Idrmach,-166.64199829101562,584.489013671875,Normal,G,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6871,6871,Merowinger,576.426025390625,-193.94700622558594,Normal,F,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6872,6872,Baltar,488.635009765625,-362.6000061035156,Normal,K,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6873,6873,Bartrock,590.6539916992188,-148.1540069580078,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6874,6874,Gorgon,-547.280029296875,267.5710144042969,Normal,M,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6877,6877,Gamlestolen,601.166015625,-103.71299743652344,Normal,M,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6882,6882,Valois,589.489013671875,-166.23800659179688,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6884,6884,Megiddo,-507.427001953125,344.4809875488281,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6885,6885,Haublan,-200.5989990234375,580.4520263671875,Normal,K,V,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Custom"")",None,None
6886,6886,Hunter's Paradise,-599.9639892578125,133.61300659179688,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6888,6888,Chaine Cluster,-235.0030059814453,568.7960205078125,Normal,K,V,5,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Custom"")",/Game/CustomContent/Zones_Custom_Safezone_2.Zones_Custom_Safezone,/Game/CustomContent/Zones_Custom_Safezone_2.Zones_Custom_Safezone
6889,6889,Braben's Frontier,580.4819946289062,206.47000122070312,Normal,M,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6891,6891,Helvetica,-232.59300231933594,-571.4180297851562,Normal,M,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6892,6892,Ulvskollen,582.3829956054688,-207.23399353027344,Normal,G,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6893,6893,Jardangal,-546.0170288085938,290.18798828125,Normal,F,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6894,6894,Bannerhoft,550.5609741210938,285.3919982910156,Normal,G,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6895,6895,Michtal,561.77099609375,263.4150085449219,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6896,6896,Sileste,-535.3369750976562,314.39898681640625,Normal,F,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6897,6897,Bamburgh,607.344970703125,-136.46299743652344,Normal,K,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6898,6898,Rypful,-506.03900146484375,367.0190124511719,Normal,M,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6899,6899,Rondane,-223.79600524902344,583.8159790039062,Normal,F,V,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Custom"")",None,None
6900,6900,Raetia,575.2139892578125,245.5500030517578,Normal,K,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6901,6901,Kaldu,599.0670166015625,180.03500366210938,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6903,6903,Luderitz,483.22100830078125,-398.6159973144531,Normal,F,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6904,6904,Cooperland,567.719970703125,-266.09100341796875,Normal,G,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6906,6906,Giverny,623.2050170898438,-84.16600036621094,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6907,6907,Franmalin,415.7229919433594,-473.1860046386719,Normal,M,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6910,6910,Voehn,598.8770141601562,195.74400329589844,Normal,G,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6911,6911,Crichton,589.2520141601562,226.77200317382812,Normal,M,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6912,6912,Waitur,621.9530029296875,109.62699890136719,Normal,K,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6914,6914,Transfer Station J239H2,-169.00399780273438,612.2059936523438,Normal,K,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6915,6915,Aalzorg,583.8809814453125,256.9309997558594,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6916,6916,Naikongzu,527.1129760742188,360.7799987792969,Normal,M,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6917,6917,Joshua,625.4860229492188,129.65199279785156,Normal,K,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6922,6922,Pokhara,62.35599899291992,16.822999954223633,Normal,G,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6923,6923,Project Sagitarius Umbrella (McEvedy's Folly (2752+)),-408.05999755859375,-493.99200439453125,Normal,K,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6924,6924,Grankum,579.333984375,274.29998779296875,Normal,K,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6925,6925,Halgrim,625.9609985351562,154.39300537109375,Normal,M,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6926,6926,Pressville,-550.93798828125,335.75299072265625,Normal,M,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6927,6927,Koury,595.1380004882812,250.79299926757812,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6928,6928,Mackolla,637.5750122070312,-110.12799835205078,Normal,M,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6929,6929,Glitnir,603.1069946289062,234.85400390625,Normal,F,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6930,6930,Schrim,616.31298828125,199.8679962158203,Normal,K,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6933,6933,Custozza,-544.6439819335938,355.2309875488281,Normal,G,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6934,6934,Fallry,587.8889770507812,290.10699462890625,Normal,F,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6935,6935,Midden,-290.98199462890625,-590.60400390625,Normal,A,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6936,6936,Coyle,636.7990112304688,170.1820068359375,Normal,G,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6937,6937,Vonja,648.9660034179688,115.77100372314453,Normal,G,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6938,6938,Hergazil,646.510986328125,130.50900268554688,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6939,6939,Ammon,624.2739868164062,213.1750030517578,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6943,6943,Achton,632.322998046875,190.91600036621094,Normal,F,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6944,6944,Hrafn,618.5469970703125,232.5989990234375,Normal,M,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6945,6945,Flynn,639.635009765625,174.67300415039062,Normal,M,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6946,6946,Nerum,610.8150024414062,264.2690124511719,Normal,F,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6947,6947,Caesar's Crown,-636.1300048828125,-196.2570037841797,Normal,G,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6948,6948,Wynn's Roost,610.6090087890625,269.9320068359375,Normal,F,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6949,6949,Achnoly,638.8189697265625,199.14199829101562,Normal,K,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6950,6950,Vangburg,613.9990234375,267.84100341796875,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6956,6956,Renorsal,616.8040161132812,262.9809875488281,Normal,G,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6957,6957,Blueys,601.6099853515625,296.3500061035156,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6959,6959,Shiri,653.6320190429688,150.62399291992188,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6960,6960,Zebuluraskai,616.7880249023438,266.3370056152344,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6961,6961,Albaracht,492.59600830078125,-458.2489929199219,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6962,6962,Fylovar,461.37799072265625,-489.7909851074219,Normal,F,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6966,6966,Mizt,632.6160278320312,251.08599853515625,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6967,6967,Sornath,673.1599731445312,124.8290023803711,Normal,G,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6968,6968,Totness,664.93701171875,171.24200439453125,Normal,K,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6969,6969,St. Andreas,-582.6270141601562,-365.81201171875,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6970,6970,Ype-Jhu,674.2849731445312,138.33299255371094,Normal,K,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6975,6975,T Cephei (The Devil's Eye),617.6909790039062,-308.8840026855469,Normal,K,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6976,6976,Tanz,651.5089721679688,229.54200744628906,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6977,6977,Pegasi,677.614013671875,-134.35299682617188,Normal,M,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6979,6979,Wolf Orbital 82,-103.85299682617188,683.81298828125,Normal,G,IV,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6980,6980,Cephei,688.6519775390625,-80.3499984741211,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6982,6982,False Dawn,632.6950073242188,288.3089904785156,Normal,M,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6983,6983,Calingasta,670.8469848632812,182.79299926757812,Normal,G,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6986,6986,Onverwacht,679.5289916992188,157.61900329589844,Normal,G,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6987,6987,Salvende,640.2130126953125,278.4179992675781,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6988,6988,Santa-Ana,668.7239990234375,200.81500244140625,Normal,F,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6993,6993,Azur,651.302978515625,257.74700927734375,Normal,M,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6994,6994,Gaeri,665.6820068359375,220.68800354003906,Normal,K,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6996,6996,Kent,693.25,128.01100158691406,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6998,6998,Zalt,661.8319702148438,248.28500366210938,Normal,M,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
6999,6999,Cambridge Perimeter Defense Station,-300.8269958496094,640.8099975585938,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7005,7005,Carcri,701.7689819335938,-110.36599731445312,Normal,G,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7009,7009,Domeyko,679.8460083007812,229.54200744628906,Normal,G,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7014,7014,Nai-Stohl,1.5,72.3949966430664,Normal,K,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7017,7017,Danli,667.385009765625,273.4110107421875,Normal,F,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7018,7018,Ourem,658.885009765625,293.3609924316406,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7019,7019,Ambatomainty,701.4089965820312,175.02200317382812,Normal,M,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7020,7020,Epsilon Pegasus (Columbus),405.0060119628906,601.85498046875,Normal,G,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7021,7021,Zetang,692.7349853515625,216.70799255371094,Normal,G,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7022,7022,Gitarama,676.5029907226562,263.40301513671875,Normal,F,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7023,7023,Rondon,714.6699829101562,134.50799560546875,Normal,K,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7024,7024,Mandeville,700.39501953125,196.15699768066406,Normal,G,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7025,7025,Zumbo,711.43798828125,162.875,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7028,7028,Transfer Facility 4,293.32000732421875,669.0050048828125,Normal,M,II,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7029,7029,Feijo,691.06298828125,250.20199584960938,Normal,G,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7030,7030,Shira,700.52197265625,236.5,Normal,M,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7033,7033,Blue Sava,-33.310001373291016,-66.81400299072266,Normal,F,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7034,7034,Sorsk,717.093994140625,183.093994140625,Normal,G,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7035,7035,Barahona,684.6619873046875,284.052001953125,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7036,7036,Alfirk,588.6019897460938,454.1719970703125,Normal,K,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7037,7037,Las Tunas,693.4000244140625,269.4070129394531,Normal,G,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7038,7038,Ålbor�,552.551025390625,499.12701416015625,Normal,F,IV,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
